French wine gift at centre of Chau Chak Wing defamation case as universities defend 'due diligence' ,https://www.abc.net.au/news/2018-06-13/chinese-businessman-red-wine-gift-for-fairfax-journalist/9866380
The Drum Tuesday June 5,https://www.abc.net.au/news/2018-06-05/the-drum-tuesday-june-5/9837846
"Andrew Hastie's Chau Chak Wing allegations have had no impact with intelligence partners, says ASIO boss",https://www.abc.net.au/news/2018-05-24/andrew-hastie-senate-estimates/9797718
Liberal MP Andrew Hastie says it was his duty to make bribery claims about Chau Chak Wing in Parliament,https://www.abc.net.au/news/2018-05-23/turnbull-did-not-know-hastie-would-make-chau-chak-wing-claims/9790476
"Political donor Chau Chak Wing funded bribe given to UN president, MP Andrew Hastie says",https://www.abc.net.au/news/2018-05-22/chau-chak-wing-un-bribe-scandal/9788926
Performing in China's first ever burlesque club,https://www.abc.net.au/7.30/performing-in-chinas-first-ever-burlesque-club/8515468
"China's soft power plays aren't new to Australia, but have they shifted up a gear?",https://www.abc.net.au/news/2016-10-18/chinese-soft-power-play-targets-australian-university-students/7922390
Ernest Wong: Labor's go-to man for access to Chinese community,https://www.abc.net.au/7.30/ernest-wong:-labors-go-to-man-for-access-to/7859782
Scott Morrison knocks back sale of S. Kidman & Co due to 'national interest',https://www.abc.net.au/news/2016-04-29/sale-of-s.-kidman-&-co-contrary-to-national-interest:-morrison/7370926
"Malcolm Brennan, King & Wood Mallesons",https://www.abc.net.au/news/rural/2016-04-25/malcolm-brennan-kidman-analysis/7355660
S. Kidman and Co enters deal for a foreign takeover of the majority of the iconic Australian cattle company,https://www.abc.net.au/news/rural/2016-04-19/kidman-enters-deal-with-dakang-australian-rural-capital/7129298
Andrew McBain says his company sees a strong future in West Australian dairy,https://www.abc.net.au/news/rural/2015-12-10/andrew-mcbain-carbon-conscious-on-green-lake-china-milk-deal/7018100
Country Hour for Monday 27th July 2015,https://www.abc.net.au/news/rural/programs/vic-country-hour/2015-07-27/vic-country-hour-podcast-27-july-2015/6651134
NFF brands worker union push to tighten China-Australia trade deal labour provisions as 'scaremongering',https://www.abc.net.au/news/rural/rural-news/2015-07-27/nff-discusses-chafta-labour-issues/6649978
Chinese fashion moves to sportswear leaving superfine wool on the shelf,https://www.abc.net.au/news/rural/2015-03-10/chinese-fashion-changes-fine-wool-buying/6290994
Performing in China's first ever burlesque club,https://www.abc.net.au/7.30/performing-in-chinas-first-ever-burlesque-club/8515468
"China's soft power plays aren't new to Australia, but have they shifted up a gear?",https://www.abc.net.au/news/2016-10-18/chinese-soft-power-play-targets-australian-university-students/7922390
Ernest Wong: Labor's go-to man for access to Chinese community,https://www.abc.net.au/7.30/ernest-wong:-labors-go-to-man-for-access-to/7859782
Scott Morrison knocks back sale of S. Kidman & Co due to 'national interest',https://www.abc.net.au/news/2016-04-29/sale-of-s.-kidman-&-co-contrary-to-national-interest:-morrison/7370926
"Malcolm Brennan, King & Wood Mallesons",https://www.abc.net.au/news/rural/2016-04-25/malcolm-brennan-kidman-analysis/7355660
S. Kidman and Co enters deal for a foreign takeover of the majority of the iconic Australian cattle company,https://www.abc.net.au/news/rural/2016-04-19/kidman-enters-deal-with-dakang-australian-rural-capital/7129298
Andrew McBain says his company sees a strong future in West Australian dairy,https://www.abc.net.au/news/rural/2015-12-10/andrew-mcbain-carbon-conscious-on-green-lake-china-milk-deal/7018100
Country Hour for Monday 27th July 2015,https://www.abc.net.au/news/rural/programs/vic-country-hour/2015-07-27/vic-country-hour-podcast-27-july-2015/6651134
NFF brands worker union push to tighten China-Australia trade deal labour provisions as 'scaremongering',https://www.abc.net.au/news/rural/rural-news/2015-07-27/nff-discusses-chafta-labour-issues/6649978
Chinese fashion moves to sportswear leaving superfine wool on the shelf,https://www.abc.net.au/news/rural/2015-03-10/chinese-fashion-changes-fine-wool-buying/6290994
Jailed Chinese artist refuses to be silenced,https://www.abc.net.au/lateline/jailed-chinese-artist-refuses-to-be-silenced/5876524
Guo Jian: Artist detained over model of Tiananmen Square made from rotting meat remains defiant,https://www.abc.net.au/news/2014-11-07/artist-detained-over-rotting-meat-sculpture-remains-defiant/5876480
Black-skinned chicken breeders are developing genetics to entice Australian consumers,https://www.abc.net.au/news/rural/2019-03-30/black-skin-chickens-enticing-australian-consumers/10895580
Australia appoints top diplomat to China as Scott Morrison plans $44m to 'turbo charge' Beijing ties ,https://www.abc.net.au/news/2019-03-29/australias-new-ambassador-to-china-graham-fletcher-relations/10952040
Bill Shorten takes to Chinese social media platform WeChat to limit 'Asians with PhDs' damage,https://www.abc.net.au/news/2019-03-28/shorten-takes-to-chinese-social-media-platfrom-wechat/10946496
"NSW Labor leader Michael Daley steps down, says he still wants top job",https://www.abc.net.au/news/2019-03-25/nsw-election-michael-daley-steps-down-as-labor-leader/10937192
NSW Labor to hold leadership ballot after bruising NSW election result,https://www.abc.net.au/news/2019-03-25/nsw-labor-to-hold-leadership-ballot/10936336
"Sydney news: NSW election counting resumes, Niall Blair steps down",https://www.abc.net.au/news/2019-03-25/sydney-news-morning-briefing-monday-march-25/10934676
NSW election flop means Michael Daley will be challenged for Labor leadership,https://www.abc.net.au/news/2019-03-24/nsw-election-flip-means-michael-daley-to-face-leadership-spill/10934330
"NSW election delivers Liberal win, Gladys Berejiklian becomes first elected female Premier",https://www.abc.net.au/news/2019-03-23/nsw-election-results-see-coalition-return/10929808
"Australian coal hit with restrictions at Chinese ports but not an all-out ban, Trade Minister says",https://www.abc.net.au/news/2019-02-22/australian-coal-imports-no-ban-in-china-simon-birmingham/10841812
Prime Minister Scott Morrison rushes to quell anger over 'Chinaman' comment with WeChat post,https://www.abc.net.au/news/2019-02-21/chinese-backlash-to-senator-osullivan-chinaman-comments/10833452
"Global drug trafficking operation run out of Villawood detention centre, phone taps reveal",https://www.abc.net.au/news/2019-02-11/global-crime-network-run-from-inside-villawood-four-corners/10791252
"$100,000 in donations quarantined amid NSW Labor corruption probe",https://www.abc.net.au/news/2019-02-04/chinese-donations-to-nsw-labor-examined-icac/10636610
Christopher Pyne says China has raised regional 'anxiety' over its activities in the South China Sea,https://www.abc.net.au/news/2019-01-28/christopher-pyne-says-china-is-raises-anxiety-in-region-over-scs/10756224
"Chau Van Kham, Australian citizen and pro-democracy activist, detained in Vietnam",https://www.abc.net.au/news/2019-01-25/australian-citizen-reportedly-detained-in-vietnam/10749852
"Memoirs of a Geisha star Zhang Ziyi, set to deliver a multimillion-dollar tourism boost to WA",https://www.abc.net.au/news/2019-01-24/hopes-chinese-reailty-tv-viva-la-romance-brings-tourists/10742584
World's longest bridge further blurs lines between China and Hong Kong,https://www.abc.net.au/news/2018-12-16/no-gifts-are-ever-free-chinas-major-infrastructure-projects/10614986
Fong Lees Lane: Artists bring Wellington's Chinese history back to life,https://www.abc.net.au/news/2018-10-28/fong-lee-story-brought-to-life-wellington-nsw/10423160
Florence: Award-winning Australian mobile video game takes players on emotional journey of a relationship,https://www.abc.net.au/news/2018-10-17/florence-mobile-game-represents-asian-australian-love-story/10360222
Liberal preselection battle begins to replace Julia Banks in Melbourne electorate of Chisholm,https://www.abc.net.au/news/2018-10-08/liberal-preselection-field-to-replace-julia-banks/10350300
Sweet history of moon cakes steeped in legend and festival tradition,https://www.abc.net.au/life/festival-moon-cake-steeped-in-legend-and-tradition/10182322
Dealing with racism in gay online dating,https://www.abc.net.au/life/racism-in-gay-online-dating/10102434
"New blockchain technology applications could trace animal welfare, stop counterfeiting",https://www.abc.net.au/news/2018-07-30/how-blockchain-technology-will-help-use-trace-food/10034620
Gold rush Aussie Rules match between Chinese teams an 'exceptional moment in Australia's history' ,https://www.abc.net.au/news/2018-06-23/chinas-forgotten-connection-to-australian-rules-football/9887128
Australia's foreign real estate investment boom looks to be over. Here are five things we learned,https://www.abc.net.au/news/2018-05-31/what-we-learned-from-the-foreign-real-estate-investment-boom/9819302
No US embassy concerns about Andrew Hastie's use of secret briefing,https://www.abc.net.au/news/2018-05-24/andrew-hastie-china-fallout-secret-us-briefing/9795560
How seriously should Australia take Beijing's attacks in Chinese state media?,https://www.abc.net.au/news/2018-05-18/chinese-state-media-weighs-in-on-beijing-canberra-again/9770124
NSW Government reviews Confucius Classrooms program amid 'propaganda' concerns,https://www.abc.net.au/news/2018-05-08/nsw-government-reviews-confucius-classrooms-program/9739396
"Chinese agents are undermining Australia's sovereignty, Clive Hamilton's controversial new book claims",https://www.abc.net.au/news/2018-02-22/book-reveals-extent-of-chinese-influence-in-australia/9464692
Australian sovereignty under threat from influence of China's Communist Party,https://www.abc.net.au/news/2017-06-04/australian-sovereignty-under-threat-from-chinese-influence/8583832
"AFL's China expedition an uphill battle due to cultural barriers, global competition",https://www.abc.net.au/news/2017-05-12/afl-faces-an-uphill-battle-with-uninterested-china/8519266
How a legendary session muso became the godfather of Australian Baha'i music,https://www.abc.net.au/news/2017-05-11/legendary-session-musician-louie-shelton-the-bahai-bluesman/8514018
Political donations: New data maps industries' web of influence,https://www.abc.net.au/news/2017-02-09/political-donations-industry-dataset/8229192
"Single Asian Female play 'shouldn't be revolutionary, but is'",https://www.abc.net.au/news/2017-02-08/single-asian-female-play-shouldnt-be-revolutionary/8249636
Search for Daisy Kwok uncovers Shanghai's lost history of Chinese-Australians,https://www.abc.net.au/news/2016-09-21/daisy-kwok-and-lost-history-of-chinese-australians-in-china/7861214
Political donations: Former NSW Labor powerbroker calls for an end to the funding arms race,https://www.abc.net.au/news/2016-09-19/political-funding-arms-race-demands-donation-reform-della-bosca/7857850
Sam Dastyari backs Labor policy on South China Sea amid ongoing donations row,https://www.abc.net.au/news/2016-09-05/dastyari-rejects-govt-claims-on-his-position-on-south-china-sea/7816530
Safe Schools: Australian Chinese community petition against anti-bullying program lodged in NSW,https://www.abc.net.au/news/2016-08-23/safe-schools-mp-lodges-petition-against-program-signed-by-17000/7777030
Chinese tourists spend record amounts but Australian retailers risk missing the boom,https://www.abc.net.au/news/2016-07-15/chinese-tourists-spend-more-money-in-australia/7633736
Australian sovereignty under threat from influence of China's Communist Party,https://www.abc.net.au/news/2017-06-04/australian-sovereignty-under-threat-from-chinese-influence/8583832
"AFL's China expedition an uphill battle due to cultural barriers, global competition",https://www.abc.net.au/news/2017-05-12/afl-faces-an-uphill-battle-with-uninterested-china/8519266
How a legendary session muso became the godfather of Australian Baha'i music,https://www.abc.net.au/news/2017-05-11/legendary-session-musician-louie-shelton-the-bahai-bluesman/8514018
Political donations: New data maps industries' web of influence,https://www.abc.net.au/news/2017-02-09/political-donations-industry-dataset/8229192
"Single Asian Female play 'shouldn't be revolutionary, but is'",https://www.abc.net.au/news/2017-02-08/single-asian-female-play-shouldnt-be-revolutionary/8249636
Search for Daisy Kwok uncovers Shanghai's lost history of Chinese-Australians,https://www.abc.net.au/news/2016-09-21/daisy-kwok-and-lost-history-of-chinese-australians-in-china/7861214
Political donations: Former NSW Labor powerbroker calls for an end to the funding arms race,https://www.abc.net.au/news/2016-09-19/political-funding-arms-race-demands-donation-reform-della-bosca/7857850
Sam Dastyari backs Labor policy on South China Sea amid ongoing donations row,https://www.abc.net.au/news/2016-09-05/dastyari-rejects-govt-claims-on-his-position-on-south-china-sea/7816530
Safe Schools: Australian Chinese community petition against anti-bullying program lodged in NSW,https://www.abc.net.au/news/2016-08-23/safe-schools-mp-lodges-petition-against-program-signed-by-17000/7777030
Chinese tourists spend record amounts but Australian retailers risk missing the boom,https://www.abc.net.au/news/2016-07-15/chinese-tourists-spend-more-money-in-australia/7633736
